_id,a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
1,2024,1,CCGL,3,2,1,MON,1,1,2,13,295642,425391,13,30, , , , , , , , , , 
2,2024,2,DCST,2,1,3,MON,1,1,3,0,243171,415938,13,30,12,7,1,9,4,1,2,1,1,1
3,2024,3,FERO,3,2,4,MON,1,1,7,44,251406,364572,13,60, , , , , , , , , , 
4,2024,4,ANTN,2,1,1,MON,1,1,9,52,331845,382140,13,30,1,1,1,12,1,8,1,1,1,2
5,2024,5,LISC,3,3,1,MON,1,1,18,22,324633,359965,11,30, , , , , , , , , , 
6,2024,6,BELC,3,2,1,TUE,2,1,13,40,334070,368965,13,30, , , , , , , , , , 
7,2024,7,LISC,3,2,1,TUE,2,1,16,52,326520,363886,13,30, , , , , , , , , , 
8,2024,8,BELC,3,2,1,TUE,2,1,17,40,329947,370604,12,70, , , , , , , , , , 
9,2024,9,NEMD,3,2,2,TUE,2,1,19,44,308923,327354,13,30, , , , , , , , , , 
10,2024,10,LISC,3,1,1,TUE,2,1,20,0,331929,359588,13,60, , , , , , , , , , 
11,2024,11,BELC,3,2,1,TUE,2,1,21,0,331096,376312,13,30, , , , , , , , , , 
12,2024,12,BELC,2,2,2,TUE,2,1,22,0,332455,373110,13,30,6,7,1,1,7,10,10,1,1,2
13,2024,13,CCGL,3,2,1,WED,3,1,11,45,283544,429967,13,60, , , , , , , , , , 
14,2024,14,BELC,3,2,3,WED,3,1,12,15,339266,373927,13,30, , , , , , , , , , 
15,2024,15,BELC,3,3,3,WED,3,1,13,5,336931,374069,13,30, , , , , , , , , , 
16,2024,16,BELC,3,2,1,WED,3,1,13,25,331129,376275,13,30, , , , , , , , , , 
17,2024,17,LISC,3,2,1,WED,3,1,14,8,337813,364291,13,60, , , , , , , , , , 
18,2024,18,BELC,3,2,3,WED,3,1,15,47,330664,371763,13,30, , , , , , , , , , 
19,2024,19,MEAN,3,2,4,WED,3,1,16,5,312133,398549,13,60, , , , , , , , , , 
20,2024,20,MIDU,2,2,1,WED,3,1,16,55,270203,360656,13,60,10,7,1,1,6,7,2,1,1,1
21,2024,21,NEMD,3,2,2,WED,3,1,17,6,313354,326582,13,60, , , , , , , , , , 
22,2024,22,ARND,3,2,1,WED,3,1,17,8,352105,381649,13,30, , , , , , , , , , 
23,2024,23,NEMD,3,2,2,WED,3,1,18,0,342690,349094,13,60, , , , , , , , , , 
24,2024,24,BELC,2,3,2,WED,3,1,18,9,333022,376074,13,30,12,7,1,1,4,1,2,1,1,1
25,2024,25,BELC,3,2,2,WED,3,1,18,24,332195,375585,13,30, , , , , , , , , , 
26,2024,26,NEMD,2,2,1,WED,3,1,18,49,307122,326415,11,70,1,1,1,1,6,1,2,1,1,1
27,2024,27,ARBC,3,1,1,WED,3,1,18,45,300920,353533,13,30, , , , , , , , , , 
28,2024,28,NEMD,3,1,1,THU,4,1,0,54,303928,328645,13,60, , , , , , , , , , 
29,2024,29,BELC,3,2,1,THU,4,1,6,20,332021,372762,1,30, , , , , , , , , , 
30,2024,30,LISC,3,2,1,THU,4,1,7,50,325458,361788,11,50, , , , , , , , , , 
31,2024,31,MEAN,3,2,1,THU,4,1,8,40,339956,389462,13,50, , , , , , , , , , 
32,2024,32,FERO,3,2,1,THU,4,1,10,0,223668,345079,13,30, , , , , , , , , , 
33,2024,33,NEMD,3,2,1,THU,4,1,10,16,308039,321244,13,60, , , , , , , , , , 
34,2024,34,ARBC,3,2,2,THU,4,1,10,35,285694,334000,13,40, , , , , , , , , , 
35,2024,35,NEMD,2,2,4,THU,4,1,12,55,306554,321699,13,60,10,7,1,1,2,8,1,1,1,1
36,2024,36,BELC,3,2,1,THU,4,1,13,30,332726,374397,13,30, , , , , , , , , , 
37,2024,37,ARND,3,2,3,THU,4,1,14,0,343631,377068,13,30, , , , , , , , , , 
38,2024,38,ANTN,3,2,1,WED,3,1,20,0,334153,382379,13,40, , , , , , , , , , 
39,2024,39,BELC,3,2,1,THU,4,1,16,29,329660,369687,13,30, , , , , , , , , , 
40,2024,40,BELC,2,7,4,THU,4,1,16,46,339938,373989,13,30,12,7,1,12,1,1,1,1,1,1
41,2024,41,ARND,2,1,1,THU,4,1,17,0,345421,377954,13,60,1,1,1,1,6,1,1,1,1,1
42,2024,42,MIDU,3,3,2,THU,4,1,17,49,291904,391407,13,60, , , , , , , , , , 
43,2024,43,BELC,3,2,2,THU,4,1,17,54,339082,375126,13,30, , , , , , , , , , 
44,2024,44,ARND,2,3,5,THU,4,1,18,47,344623,374018,11,60,1,1,1,1,6,1,1,1,1,1
45,2024,45,NEMD,3,2,1,THU,4,1,19,0,320775,328804,13,60, , , , , , , , , , 
46,2024,46,ARND,2,1,1,THU,4,1,19,10,351660,381773,13,30,12,7,1,1,7,1,1,1,1,1
47,2024,47,MIDU,2,1,1,FRI,5,1,3,32,284807,365884,13,30,12,7,1,9,4,10,2,1,1,1
48,2024,48,CCGL,3,1,1,FRI,5,1,8,4,292304,412478,13,30, , , , , , , , , , 
49,2024,49,DCST,3,3,1,FRI,5,1,12,16,252466,420524,13,30, , , , , , , , , , 
50,2024,50,FERO,2,3,2,FRI,5,1,13,59,227763,323940,13,60,12,7,1,1,2,1,1,1,1,1
51,2024,51,NEMD,2,1,1,THU,4,1,10,0,340545,351408,13,60,1,1,1,1,2,1,1,1,3,1
52,2024,52,ANTN,3,1,1,FRI,5,1,7,20,314375,388851,13,60, , , , , , , , , , 
53,2024,53,CCGL,3,2,1,FRI,5,1,16,26,268749,409545,13,30, , , , , , , , , , 
54,2024,54,BELC,3,2,1,FRI,5,1,14,30,327688,369002,13,50, , , , , , , , , , 
55,2024,55,BELC,3,1,1,FRI,5,1,18,30,332615,373122,13,30, , , , , , , , , , 
56,2024,56,MIDU,3,2,1,SAT,6,1,0,56,276901,365384,13,30, , , , , , , , , , 
57,2024,57,DCST,3,1,1,SAT,6,1,3,0,233739,397670,13,40, , , , , , , , , , 
58,2024,58,MEAN,3,1,1,SAT,6,1,5,11,304154,400501,13,60, , , , , , , , , , 
59,2024,59,FERO,3,1,2,SAT,6,1,7,20,245726,372252,13,30, , , , , , , , , , 
60,2024,60,MEAN,3,1,1,SAT,6,1,8,43,303719,401114,13,60, , , , , , , , , , 
61,2024,61,MEAN,3,1,1,SAT,6,1,9,0,304162,400959,13,40, , , , , , , , , , 
62,2024,62,MIDU,2,2,2,SAT,6,1,10,0,296798,403000,13,60,10,7,1,1,2,9,4,1,4,1
63,2024,63,ANTN,3,2,1,SAT,6,1,10,10,322867,391847,13,60, , , , , , , , , , 
64,2024,64,ARND,3,2,2,SAT,6,1,10,48,351699,380461,13,30, , , , , , , , , , 
65,2024,65,ARBC,3,1,1,SAT,6,1,12,4,317855,339003,13,60, , , , , , , , , , 
66,2024,66,MEAN,3,1,1,SAT,6,1,12,13,320815,407345,13,60, , , , , , , , , , 
67,2024,67,BELC,3,2,2,SAT,6,1,12,50,329935,371290,13,30, , , , , , , , , , 
68,2024,68,BELC,2,1,1,SAT,6,1,13,15,333225,376418,13,30,1,1,1,11,1,2,2,1,1,1
69,2024,69,BELC,3,2,1,SAT,6,1,13,24,334170,377994,13,30, , , , , , , , , , 
70,2024,70,NEMD,3,1,1,SAT,6,1,14,10,350272,352727,13,60, , , , , , , , , , 
71,2024,71,BELC,3,2,1,SAT,6,1,17,15,333880,374638,13,30, , , , , , , , , , 
72,2024,72,MEAN,2,2,1,SAT,6,1,19,20,310947,400759,1,60,2,7,1,1,4,1,2,1,1,1
73,2024,73,MIDU,2,2,3,SAT,6,1,20,8,293518,377962,13,60,1,1,1,1,6,1,2,1,1,1
74,2024,74,ARND,3,1,1,SAT,6,1,20,30,347664,362093,13,60, , , , , , , , , , 
75,2024,75,ANTN,2,1,1,SUN,7,1,1,46,313392,389569,13,60,10,7,1,1,7,10,4,1,1,1
76,2024,76,ANTN,3,1,1,SUN,7,1,5,10,313148,391862,11,70, , , , , , , , , , 
77,2024,77,ANTN,2,1,1,SUN,7,1,10,22,299351,391270,11,60,2,7,1,9,2,7,2,1,1,2
78,2024,78,BELC,3,2,2,SUN,7,1,14,26,335875,374325,13,30, , , , , , , , , , 
79,2024,79,FERO,3,3,1,SUN,7,1,15,7,223355,345042,13,30, , , , , , , , , , 
80,2024,80,DCST,3,3,2,SUN,7,1,14,15,246078,416462,11,40, , , , , , , , , , 
81,2024,81,DCST,3,2,1,SUN,7,1,16,20,242184,416873,13,30, , , , , , , , , , 
82,2024,82,LISC,3,1,2,SUN,7,1,21,7,324726,372244,13,60, , , , , , , , , , 
83,2024,83,ARBC,3,2,1,SUN,7,1,22,5,288053,345165,13,30, , , , , , , , , , 
84,2024,84,MEAN,3,3,1,MON,8,1,0,58,310783,402049,13,30, , , , , , , , , , 
85,2024,85,LISC,3,2,1,MON,8,1,7,30,340689,368266,13,60, , , , , , , , , , 
86,2024,86,MIDU,2,1,1,MON,8,1,7,45,285219,358623,13,60,12,7,1,1,2,3,4,1,1,1
87,2024,87,MIDU,3,2,2,MON,8,1,7,55,262083,357783,13,60, , , , , , , , , , 
88,2024,88,NEMD,3,2,1,MON,8,1,7,55,304427,328537,13,30, , , , , , , , , , 
89,2024,89,ARBC,3,1,1,MON,8,1,8,1,319695,333866,13,30, , , , , , , , , , 
90,2024,90,BELC,2,1,1,MON,8,1,8,30,333533,368511,13,30,10,7,1,1,4,1,1,1,1,1
91,2024,91,LISC,3,2,1,MON,8,1,9,0,323988,364534,13,30, , , , , , , , , , 
92,2024,92,ARBC,3,2,2,MON,8,1,12,11,313728,344940,13,60, , , , , , , , , , 
93,2024,93,NEMD,3,2,1,MON,8,1,13,46,307493,329015,13,40, , , , , , , , , , 
94,2024,94,MEAN,3,2,1,FRI,5,1,5,0,311273,402760,11,40, , , , , , , , , , 
95,2024,95,ARND,3,1,1,MON,8,1,17,20,358655,380080,13,30, , , , , , , , , , 
96,2024,96,DCST,3,3,2,MON,8,1,18,55,234473,397511,13,30, , , , , , , , , , 
97,2024,97,DCST,3,2,2,MON,8,1,19,45,246571,418524,1,50, , , , , , , , , , 
98,2024,98,MIDU,3,1,1,TUE,9,1,1,51,285644,399157,13,60, , , , , , , , , , 
99,2024,99,FERO,3,2,1,TUE,9,1,6,30,224259,343877,13,30, , , , , , , , , , 
100,2024,100,CCGL,3,2,1,MON,8,1,9,45,259405,409334,11,70, , , , , , , , , , 
101,2024,101,BELC,2,2,1,TUE,9,1,8,17,337812,373970,13,30,12,3,1,11,1,10,1,1,1,2
102,2024,102,NEMD,3,1,1,TUE,9,1,8,47,323416,333045,13,60, , , , , , , , , , 
103,2024,103,BELC,3,2,1,TUE,9,1,8,58,334593,372019,13,30, , , , , , , , , , 
104,2024,104,LISC,3,2,1,TUE,9,1,13,40,325053,373193,13,60, , , , , , , , , , 
105,2024,105,BELC,3,2,3,TUE,9,1,15,50,332003,372761,1,30, , , , , , , , , , 
106,2024,106,BELC,3,2,2,TUE,9,1,18,14,335959,372420,13,30, , , , , , , , , , 
107,2024,107,BELC,3,2,2,TUE,9,1,20,16,333572,373614,13,30, , , , , , , , , , 
108,2024,108,NEMD,2,2,3,TUE,9,1,21,30,348667,344872,13,30,12,3,1,11,4,1,1,1,1,1
109,2024,109,LISC,3,1,1,WED,10,1,7,35,327226,364532,11,30, , , , , , , , , , 
110,2024,110,LISC,2,2,2,WED,10,1,8,10,329958,361748,13,60,12,7,1,1,2,1,2,1,1,1
111,2024,111,ARND,3,2,2,TUE,9,1,7,30,347960,373861,13,30, , , , , , , , , , 
112,2024,112,ANTN,2,1,1,WED,10,1,8,55,335190,382723,13,30,1,1,1,9,1,1,1,1,1,1
113,2024,113,ARBC,3,2,3,WED,10,1,8,35,301954,355157,13,60, , , , , , , , , , 
114,2024,114,NEMD,3,2,2,WED,10,1,11,53,311406,329304,13,60, , , , , , , , , , 
115,2024,115,ANTN,3,3,1,WED,10,1,12,20,336265,383230,13,40, , , , , , , , , , 
116,2024,116,ARBC,3,2,1,TUE,9,1,11,45,297299,355624,13,60, , , , , , , , , , 
117,2024,117,ARND,3,2,2,WED,10,1,14,3,349417,381046,13,30, , , , , , , , , , 
118,2024,118,DCST,3,2,1,WED,10,1,14,20,242471,417969,13,30, , , , , , , , , , 
119,2024,119,CCGL,3,2,3,WED,10,1,14,50,295279,425880,13,30, , , , , , , , , , 
120,2024,120,ARBC,3,2,1,WED,10,1,14,50,289545,343498,13,60, , , , , , , , , , 
121,2024,121,CCGL,3,1,1,WED,10,1,15,30,301950,422587,13,60, , , , , , , , , , 
122,2024,122,ARBC,3,1,1,WED,10,1,16,44,322759,340041,13,60, , , , , , , , , , 
123,2024,123,CCGL,3,2,1,WED,10,1,14,0,277614,432433,13,60, , , , , , , , , , 
124,2024,124,BELC,2,2,1,WED,10,1,17,30,333204,374372,13,30,8,3,1,11,4,1,2,1,1,1
125,2024,125,ANTN,3,2,1,WED,10,1,16,45,333853,384235,13,30, , , , , , , , , , 
126,2024,126,DCST,2,2,3,WED,10,1,19,1,228362,380482,13,60,6,4,1,1,6,1,2,1,1,1
127,2024,127,NEMD,3,1,1,WED,10,1,21,0,308812,328484,13,30, , , , , , , , , , 
128,2024,128,NEMD,3,1,1,THU,11,1,6,44,328083,327972,13,60, , , , , , , , , , 
129,2024,129,LISC,3,2,1,THU,11,1,7,45,338923,362823,13,60, , , , , , , , , , 
130,2024,130,MEAN,3,2,2,THU,11,1,9,55,310698,403116,13,30, , , , , , , , , , 
131,2024,131,BELC,3,2,1,THU,11,1,14,43,336373,374227,13,30, , , , , , , , , , 
132,2024,132,BELC,3,2,2,THU,11,1,14,50,332022,374365,13,30, , , , , , , , , , 
133,2024,133,BELC,3,2,2,THU,11,1,17,20,332124,375609,13,30, , , , , , , , , , 
134,2024,134,LISC,3,3,2,THU,11,1,17,40,321098,376016,13,60, , , , , , , , , , 
135,2024,135,BELC,2,2,1,THU,11,1,18,40,333676,372843,13,30,1,1,1,1,4,1,1,1,1,1
136,2024,136,FERO,3,1,1,FRI,12,1,1,40,245969,372089,1,30, , , , , , , , , , 
137,2024,137,ARND,3,2,2,FRI,12,1,7,20,349396,373804,13,30, , , , , , , , , , 
138,2024,138,BELC,3,2,1,FRI,12,1,12,15,333339,372214,13,30, , , , , , , , , , 
139,2024,139,MEAN,2,1,3,FRI,12,1,13,41,344445,389877,13,60,1,1,1,1,2,10,2,1,1,1
140,2024,140,ANTN,3,2,2,FRI,12,1,14,50,330300,383057,11,30, , , , , , , , , , 
141,2024,141,ARND,3,2,1,FRI,12,1,14,40,352145,379791,13,30, , , , , , , , , , 
142,2024,142,MIDU,3,2,1,FRI,12,1,16,30,287289,361708,13,60, , , , , , , , , , 
143,2024,143,FERO,3,2,2,FRI,12,1,16,34,232898,346599,13,60, , , , , , , , , , 
144,2024,144,MIDU,3,3,2,FRI,12,1,16,49,288717,392003,13,60, , , , , , , , , , 
145,2024,145,CCGL,2,3,4,FRI,12,1,17,3,300018,410134,13,60,1,1,1,1,6,2,2,1,1,1
146,2024,146,MIDU,2,4,5,FRI,12,1,20,19,281472,359733,12,70,9,7,1,1,6,1,1,1,3,1
147,2024,147,NEMD,3,1,1,FRI,12,1,20,42,306011,334065,13,60, , , , , , , , , , 
148,2024,148,MEAN,2,1,1,SAT,13,1,3,20,297357,404719,13,60,1,1,1,1,6,1,1,1,1,1
149,2024,149,MIDU,2,2,2,SAT,13,1,6,23,248685,348898,13,60,1,1,1,1,6,1,2,1,1,1
150,2024,150,LISC,3,2,1,WED,10,1,18,26,324822,366028,13,50, , , , , , , , , , 
151,2024,151,BELC,3,2,2,SAT,13,1,11,6,333764,373650,13,30, , , , , , , , , , 
152,2024,152,ANTN,3,2,1,SAT,13,1,12,29,334197,380676,13,30, , , , , , , , , , 
153,2024,153,FERO,3,2,1,SAT,13,1,12,38,224575,344045,13,30, , , , , , , , , , 
154,2024,154,BELC,3,2,2,SAT,13,1,13,25,332078,372946,13,30, , , , , , , , , , 
155,2024,155,NEMD,3,2,3,SAT,13,1,13,52,337957,351509,13,60, , , , , , , , , , 
156,2024,156,ANTN,3,4,3,SAT,13,1,14,13,312871,393709,11,70, , , , , , , , , , 
157,2024,157,CCGL,2,1,1,SAT,13,1,19,52,268337,411363,13,30,1,1,1,1,6,1,4,1,1,1
158,2024,158,BELC,3,2,1,SUN,14,1,10,39,334321,374645,2,30, , , , , , , , , , 
159,2024,159,CCGL,3,2,1,SUN,14,1,12,15,284087,432778,13,30, , , , , , , , , , 
160,2024,160,FERO,3,1,1,SUN,14,1,14,31,208431,358230,13,60, , , , , , , , , , 
161,2024,161,MIDU,3,1,1,SUN,14,1,14,10,288994,378762,13,30, , , , , , , , , , 
162,2024,162,CCGL,3,1,1,SUN,14,1,16,28,284338,431162,11,40, , , , , , , , , , 
163,2024,163,MIDU,3,1,1,SUN,14,1,16,52,285422,406634,13,60, , , , , , , , , , 
164,2024,164,ARBC,3,2,1,SUN,14,1,18,52,304886,356638,13,30, , , , , , , , , , 
165,2024,165,CCGL,2,2,2,SUN,14,1,19,27,283543,429969,13,60,10,7,1,1,4,2,2,1,1,1
166,2024,166,BELC,3,3,1,SUN,14,1,21,50,331932,373373,13,30, , , , , , , , , , 
167,2024,167,ANTN,3,1,3,MON,15,1,0,26,327805,387032,13,60, , , , , , , , , , 
168,2024,168,LISC,2,2,2,MON,15,1,6,25,322078,362303,13,60,12,7,1,1,3,9,4,1,1,1
169,2024,169,CCGL,3,1,2,MON,15,1,8,30,289641,426783,13,60, , , , , , , , , , 
170,2024,170,MEAN,3,2,1,MON,15,1,8,59,338550,389244,13,60, , , , , , , , , , 
171,2024,171,CCGL,3,1,1,MON,15,1,12,0,305223,438802,13,60, , , , , , , , , , 
172,2024,172,DCST,3,1,1,MON,15,1,12,22,231170,391885,13,60, , , , , , , , , , 
173,2024,173,CCGL,3,2,3,MON,15,1,12,24,304285,435246,13,60, , , , , , , , , , 
174,2024,174,MIDU,3,2,1,MON,15,1,14,20,262861,356675,13,60, , , , , , , , , , 
175,2024,175,CCGL,3,2,1,MON,15,1,16,50,285965,431523,11,50, , , , , , , , , , 
176,2024,176,ARBC,2,2,2,MON,15,1,19,0,314039,345284,13,40,10,7,1,1,4,1,2,1,1,1
177,2024,177,BELC,3,2,1,MON,15,1,19,30,335116,373968,11,30, , , , , , , , , , 
178,2024,178,ARBC,2,2,2,MON,15,1,22,0,309275,360445,13,40,1,1,1,1,6,1,2,1,1,1
179,2024,179,ANTN,3,2,1,TUE,16,1,7,30,315774,388637,13,40, , , , , , , , , , 
180,2024,180,ANTN,3,2,1,TUE,16,1,8,30,319514,378114,13,60, , , , , , , , , , 
181,2024,181,LISC,3,2,2,TUE,16,1,8,40,335254,370550,13,30, , , , , , , , , , 
182,2024,182,ANTN,3,2,1,TUE,16,1,9,14,331757,383584,13,30, , , , , , , , , , 
183,2024,183,LISC,3,2,1,TUE,16,1,8,35,326793,366132,13,30, , , , , , , , , , 
184,2024,184,LISC,3,2,2,TUE,16,1,9,43,328261,364284,12,70, , , , , , , , , , 
185,2024,185,MEAN,3,2,2,TUE,16,1,11,0,338714,402588,1,30, , , , , , , , , , 
186,2024,186,FERO,3,2,1,TUE,16,1,13,4,223249,349547,13,50, , , , , , , , , , 
187,2024,187,NEMD,2,2,3,TUE,16,1,10,0,308127,323839,13,30,12,7,1,1,3,10,4,1,1,2
188,2024,188,MIDU,2,2,1,TUE,16,1,16,13,279876,363078,13,30,10,7,1,1,1,4,1,1,1,1
189,2024,189,ARND,3,2,1,TUE,16,1,17,59,351842,371447,13,60, , , , , , , , , , 
190,2024,190,ANTN,3,2,1,TUE,16,1,18,10,334290,385146,13,40, , , , , , , , , , 
191,2024,191,DCST,3,2,1,TUE,16,1,16,30,244141,420113,13,30, , , , , , , , , , 
192,2024,192,ARND,3,1,1,TUE,16,1,20,52,344904,377582,13,60, , , , , , , , , , 
193,2024,193,BELC,2,2,7,TUE,16,1,22,0,330382,369964,13,30,6,3,1,11,4,9,4,1,1,1
194,2024,194,MEAN,3,2,2,WED,17,1,6,2,307751,397844,13,60, , , , , , , , , , 
195,2024,195,DCST,2,2,2,WED,17,1,7,6,251963,420849,1,70,2,7,1,1,4,1,4,1,1,1
196,2024,196,ARND,3,2,2,WED,17,1,7,9,349180,379579,13,30, , , , , , , , , , 
197,2024,197,ARND,3,2,2,WED,17,1,12,7,360314,369577,13,60, , , , , , , , , , 
198,2024,198,MIDU,3,2,3,WED,17,1,12,25,281635,377302,13,30, , , , , , , , , , 
199,2024,199,ANTN,3,2,1,WED,17,1,9,10,310258,389651,12,70, , , , , , , , , , 
200,2024,200,CCGL,3,2,2,WED,17,1,12,35,294757,425780,13,30, , , , , , , , , , 
201,2024,201,BELC,3,2,1,WED,17,1,14,30,334113,374735,11,30, , , , , , , , , , 
202,2024,202,NEMD,3,2,1,WED,17,1,14,53,345353,352166,1,30, , , , , , , , , , 
203,2024,203,BELC,3,3,1,WED,17,1,14,57,330680,371785,13,30, , , , , , , , , , 
204,2024,204,BELC,3,2,2,WED,17,1,15,55,335104,370547,13,30, , , , , , , , , , 
205,2024,205,ARND,3,2,4,WED,17,1,18,41,350930,379307,13,30, , , , , , , , , , 
206,2024,206,FERO,3,2,1,WED,17,1,20,30,237606,366210,13,60, , , , , , , , , , 
207,2024,207,MIDU,3,1,1,WED,17,1,21,50,289440,392175,13,60, , , , , , , , , , 
208,2024,208,MIDU,3,1,1,THU,18,1,9,30,283560,357482,13,60, , , , , , , , , , 
209,2024,209,MEAN,3,2,1,THU,18,1,13,34,309292,419075,13,60, , , , , , , , , , 
210,2024,210,BELC,3,2,1,THU,18,1,14,11,330665,371758,13,30, , , , , , , , , , 
211,2024,211,BELC,3,2,1,WED,17,1,13,0,334689,377024,13,30, , , , , , , , , , 
212,2024,212,LISC,3,2,1,THU,18,1,14,53,324083,373774,13,60, , , , , , , , , , 
213,2024,213,LISC,3,2,1,THU,18,1,15,12,327613,365142,13,30, , , , , , , , , , 
214,2024,214,FERO,2,2,2,THU,18,1,15,49,234757,338870,13,60,12,7,1,1,1,2,2,1,1,1
215,2024,215,BELC,3,1,1,THU,18,1,21,40,330063,371311,13,30, , , , , , , , , , 
216,2024,216,FERO,3,2,1,THU,18,1,21,54,242875,378979,13,60, , , , , , , , , , 
217,2024,217,ARBC,3,1,1,FRI,19,1,1,40,304624,346690,13,60, , , , , , , , , , 
218,2024,218,MIDU,3,1,1,FRI,19,1,10,14,247206,348363,13,60, , , , , , , , , , 
219,2024,219,LISC,3,2,1,FRI,19,1,9,35,315899,361265,13,60, , , , , , , , , , 
220,2024,220,LISC,3,2,1,FRI,19,1,8,30,335290,370192,13,30, , , , , , , , , , 
221,2024,221,CCGL,3,2,1,FRI,19,1,13,5,267230,426047,13,30, , , , , , , , , , 
222,2024,222,FERO,3,1,1,FRI,19,1,13,16,215446,365778,13,60, , , , , , , , , , 
223,2024,223,MIDU,3,2,1,FRI,19,1,13,52,281733,361555,13,30, , , , , , , , , , 
224,2024,224,FERO,2,2,3,FRI,19,1,15,28,236327,339250,13,60,1,1,1,1,2,9,4,1,1,1
225,2024,225,ARND,3,3,3,FRI,19,1,15,48,352921,381662,11,60, , , , , , , , , , 
226,2024,226,DCST,3,2,2,FRI,19,1,16,52,244184,421045,13,40, , , , , , , , , , 
227,2024,227,ARBC,3,2,1,FRI,19,1,15,57,301828,354248,13,30, , , , , , , , , , 
228,2024,228,NEMD,3,2,2,FRI,19,1,22,0,316316,332728,13,60, , , , , , , , , , 
229,2024,229,CCGL,2,1,2,SAT,20,1,2,12,285289,432704,13,30,6,7,1,2,4,9,2,1,1,1
230,2024,230,BELC,3,2,1,FRI,19,1,16,0,326267,369857,13,60, , , , , , , , , , 
231,2024,231,DCST,3,2,5,SAT,20,1,11,5,242943,414762,13,60, , , , , , , , , , 
232,2024,232,ARND,3,2,2,SAT,20,1,11,58,346805,363106,13,60, , , , , , , , , , 
233,2024,233,ARND,3,3,1,SAT,20,1,13,29,349191,379574,13,30, , , , , , , , , , 
234,2024,234,NEMD,3,2,1,SAT,20,1,13,53,350665,350519,13,60, , , , , , , , , , 
235,2024,235,ARBC,3,2,2,SAT,20,1,14,22,308975,349377,13,60, , , , , , , , , , 
236,2024,236,BELC,3,2,1,SAT,20,1,17,29,337541,373396,13,30, , , , , , , , , , 
237,2024,237,NEMD,3,2,2,SAT,20,1,17,30,330642,338881,13,60, , , , , , , , , , 
238,2024,238,BELC,3,2,1,SAT,20,1,18,35,334913,374503,13,50, , , , , , , , , , 
239,2024,239,DCST,3,2,1,SUN,21,1,1,58,241746,418536,13,30, , , , , , , , , , 
240,2024,240,ARND,3,2,1,SUN,21,1,5,36,364244,364344,13,30, , , , , , , , , , 
241,2024,241,MIDU,2,1,1,SUN,21,1,6,30,279300,368404,13,60,1,1,1,1,6,1,2,1,1,1
242,2024,242,ARBC,3,1,1,SUN,21,1,7,58,286799,346299,13,30, , , , , , , , , , 
243,2024,243,MIDU,1,2,1,SUN,21,1,8,16,282587,380253,11,60,12,7,1,1,1,2,2,1,1,1
244,2024,244,BELC,3,2,1,SUN,21,1,15,50,336905,373607,13,30, , , , , , , , , , 
245,2024,245,ANTN,2,2,1,SUN,21,1,18,48,302164,389582,13,60,1,1,1,1,6,2,10,1,3,1
246,2024,246,BELC,3,1,1,SUN,21,1,21,13,330509,371842,13,40, , , , , , , , , , 
247,2024,247,CCGL,1,2,2,SUN,21,1,21,44,268045,423780,13,60,1,1,1,1,4,5,2,1,3,1
248,2024,248,LISC,3,2,1,SUN,21,1,21,54,340075,368425,13,50, , , , , , , , , , 
249,2024,249,NEMD,3,1,1,SUN,21,1,22,25,312983,331328,13,60, , , , , , , , , , 
250,2024,250,LISC,3,1,1,SUN,21,1,22,55,324184,374446,13,60, , , , , , , , , , 
251,2024,251,MIDU,3,3,1,MON,22,1,5,41,275749,378255,13,60, , , , , , , , , , 
252,2024,252,MEAN,3,1,1,MON,22,1,5,44,315822,416867,13,60, , , , , , , , , , 
253,2024,253,FERO,3,1,1,MON,22,1,7,50,248067,381841,13,60, , , , , , , , , , 
254,2024,254,MIDU,3,2,1,MON,22,1,8,0,285858,403161,13,60, , , , , , , , , , 
255,2024,255,BELC,2,4,6,MON,22,1,8,45,334394,377176,12,70,1,1,1,1,1,1,2,1,1,1
256,2024,256,BELC,3,2,1,SUN,21,1,13,0,331892,374975,13,30, , , , , , , , , , 
257,2024,257,ARBC,3,1,1,MON,22,1,10,50,302755,358238,1,60, , , , , , , , , , 
258,2024,258,ARBC,3,2,1,MON,22,1,10,57,300037,353259,13,60, , , , , , , , , , 
259,2024,259,FERO,3,2,2,MON,22,1,13,0,242387,377347,13,60, , , , , , , , , , 
260,2024,260,BELC,3,2,3,MON,22,1,13,40,334493,379143,12,70, , , , , , , , , , 
261,2024,261,BELC,3,2,2,MON,22,1,15,45,333901,368405,11,40, , , , , , , , , , 
262,2024,262,ARBC,3,1,1,MON,22,1,16,55,300084,354487,13,30, , , , , , , , , , 
263,2024,263,MIDU,3,3,1,MON,22,1,18,4,280861,361859,13,30, , , , , , , , , , 
264,2024,264,BELC,2,1,1,MON,22,1,19,13,333567,368510,13,40,1,1,1,12,4,1,2,1,1,1
265,2024,265,MIDU,2,1,1,MON,22,1,23,20,272385,359441,13,60,1,1,1,1,6,1,2,1,1,1
266,2024,266,NEMD,3,2,3,TUE,23,1,9,2,348876,344879,13,30, , , , , , , , , , 
267,2024,267,CCGL,3,2,1,TUE,23,1,13,38,296336,426104,13,60, , , , , , , , , , 
